source_path,relative_input_path,filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7482.jpg,IMG_7482.jpg,IMG_7482.jpg,1,Events & Music,auto,Events & Music,0.9930,Branding & Portrait,0.0062,There is a woman that is dancing on a stage with her hair in the air.,yes,under,person,there is a woman that is dancing on a stage with her hair in the air,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7538.jpg,IMG_7538.jpg,IMG_7538.jpg,1,Events & Music,auto,Events & Music,0.9748,Branding & Portrait,0.0209,There is a woman in a gold bikini top dancing with other women.,no,under,person,there is a woman in a gold bikini top dancing with other women,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7834.jpg,IMG_7834.jpg,IMG_7834.jpg,2,Nature & Landscape,auto,Nature & Landscape,1.0000,Branding & Portrait,0.0000,There is a bird that is walking on the sand by itself.,yes,normal,bird,there is a bird that is walking on the sand by itself,,"{""nature_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7839.jpg,IMG_7839.jpg,IMG_7839.jpg,3,Events & Music,auto,Events & Music,0.9994,Branding & Portrait,0.0004,Dancers in a line on a stage with a black background.,yes,normal,person; person; person,dancers in a line on a stage with a black background,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7889.jpg,IMG_7889.jpg,IMG_7889.jpg,2,Events & Music,auto,Events & Music,0.9601,Branding & Portrait,0.0387,Woman in a belly dance outfit holding a blue and purple scarf.,yes,normal,person,woman in a belly dance outfit holding a blue and purple scarf,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7911.jpg,IMG_7911.jpg,IMG_7911.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9999,Food & Product,0.0001,There is a bird that is standing in the water with a fish.,yes,normal,bird,there is a bird that is standing in the water with a fish,,"{""nature_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7981-Enhanced-NR.jpg,IMG_7981-Enhanced-NR.jpg,IMG_7981-Enhanced-NR.jpg,4,Events & Music,auto,Events & Music,0.9996,Branding & Portrait,0.0004,There is a woman in a purple dress dancing on stage.,no,normal,person; person; person,there is a woman in a purple dress dancing on stage,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_7986.jpg,IMG_7986.jpg,IMG_7986.jpg,4,Events & Music,auto,Events & Music,0.9992,Branding & Portrait,0.0006,Dancers in purple skirts are performing on a stage with a black background.,no,normal,person; person,dancers in purple skirts are performing on a stage with a black background,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8067.jpg,IMG_8067.jpg,IMG_8067.jpg,1,Events & Music,review,Events & Music,0.5837,Street Documentary,0.4155,There are two women holding umbrellas in their hands on a stage.,yes,under,person; person; umbrella; umbrella,there are two women holding umbrellas in their hands on a stage,,"{""music_boost"": 0.12, ""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8070.jpg,IMG_8070.jpg,IMG_8070.jpg,3,Events & Music,review,Events & Music,0.7292,Street Documentary,0.2694,Several people are performing on a stage with umbrellas in the air.,yes,normal,person; person; umbrella,several people are performing on a stage with umbrellas in the air,,"{""music_boost"": 0.12, ""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8074.jpg,IMG_8074.jpg,IMG_8074.jpg,1,Events & Music,auto,Events & Music,0.9978,Branding & Portrait,0.0011,Several women in colorful dresses are dancing on a stage with fans.,yes,normal,,several women in colorful dresses are dancing on a stage with fans,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8075.jpg,IMG_8075.jpg,IMG_8075.jpg,3,Events & Music,auto,Events & Music,0.9969,Branding & Portrait,0.0029,There is a woman that is standing on a stage with a fan.,yes,normal,person; person; person,there is a woman that is standing on a stage with a fan,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8083.jpg,IMG_8083.jpg,IMG_8083.jpg,3,Events & Music,auto,Events & Music,0.9945,Branding & Portrait,0.0039,Three women in black skirts are holding colorful cloths in their hands.,yes,normal,person; kite; person; person; person,three women in black skirts are holding colorful cloths in their hands,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8086.jpg,IMG_8086.jpg,IMG_8086.jpg,1,Events & Music,auto,Events & Music,0.9925,Branding & Portrait,0.0070,Woman holding a blue and green umbrella while standing on a stage.,yes,under,person,woman holding a blue and green umbrella while standing on a stage,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8095.jpg,IMG_8095.jpg,IMG_8095.jpg,3,Events & Music,auto,Events & Music,0.9808,Branding & Portrait,0.0161,There is a woman in a black dress with a sword in her hand.,yes,normal,person; person,there is a woman in a black dress with a sword in her hand,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8103.jpg,IMG_8103.jpg,IMG_8103.jpg,2,Events & Music,auto,Events & Music,0.9369,Branding & Portrait,0.0565,There is a woman sitting on the floor in a skirt.,yes,normal,person,there is a woman sitting on the floor in a skirt,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8105.jpg,IMG_8105.jpg,IMG_8105.jpg,1,Events & Music,auto,Events & Music,0.9975,Branding & Portrait,0.0019,Several women are performing a dance on a stage with a fan.,yes,under,person; person; person,several women are performing a dance on a stage with a fan,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8202.jpg,IMG_8202.jpg,IMG_8202.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9999,Branding & Portrait,0.0001,There is a bird that is standing on the sand by the water.,yes,normal,bird,there is a bird that is standing on the sand by the water,,"{""nature_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8218-Enhanced-NR.jpg,IMG_8218-Enhanced-NR.jpg,IMG_8218-Enhanced-NR.jpg,2,Events & Music,auto,Events & Music,0.9877,Branding & Portrait,0.0098,There is a woman that is standing on a stage with a skirt.,yes,normal,person,there is a woman that is standing on a stage with a skirt,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8240.jpg,IMG_8240.jpg,IMG_8240.jpg,4,Events & Music,auto,Events & Music,0.9953,Branding & Portrait,0.0046,There is a man standing on a stage with a large group of women behind him.,no,normal,person; person; person; person; person; person; person; person; person; person,there is a man standing on a stage with a large group of women behind him,,"{""music_boost"": 0.12, ""music_context_boost"": 0.06}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8249.jpg,IMG_8249.jpg,IMG_8249.jpg,1,Food & Product,review,Food & Product,0.4387,Events & Music,0.2619,There is a red candle sitting on a table with petals on it.,yes,under,,there is a red candle sitting on a table with petals on it,,"{""rule_top1_preferred"": ""Other Photography""}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8325.jpg,IMG_8325.jpg,IMG_8325.jpg,3,Events & Music,review,Events & Music,0.6539,Street Documentary,0.3417,There is a man playing a guitar in a crowd of people.,yes,normal,person; person; person; person,there is a man playing a guitar in a crowd of people,,"{""music_boost"": 0.12, ""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8540.jpg,IMG_8540.jpg,IMG_8540.jpg,2,Events & Music,review,Events & Music,0.5403,Street Documentary,0.4569,There is a woman that is singing into a microphone on the street.,yes,normal,person,there is a woman that is singing into a microphone on the street,,"{""music_boost"": 0.12, ""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8780.jpg,IMG_8780.jpg,IMG_8780.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9985,Branding & Portrait,0.0008,There is a bird that is standing in the water by the shore.,yes,normal,bird,there is a bird that is standing in the water by the shore,,"{""nature_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8899.jpg,IMG_8899.jpg,IMG_8899.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9680,Street Documentary,0.0194,There is a man sitting in a car talking on a cell phone.,yes,normal,person,there is a man sitting in a car talking on a cell phone,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8915.jpg,IMG_8915.jpg,IMG_8915.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8818,Street Documentary,0.1004,There is a man that is sitting in the driver seat of a car.,yes,normal,person,there is a man that is sitting in the driver seat of a car,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8920.jpg,IMG_8920.jpg,IMG_8920.jpg,1,Branding & Portrait,auto,Branding & Portrait,0.8718,Street Documentary,0.1017,There is a man that is looking in the rear view mirror.,yes,normal,,there is a man that is looking in the rear view mirror,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8946.jpg,IMG_8946.jpg,IMG_8946.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9995,Branding & Portrait,0.0002,There is a yellow bird sitting on a branch of a tree.,yes,normal,bird,there is a yellow bird sitting on a branch of a tree,,"{""nature_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8949.jpg,IMG_8949.jpg,IMG_8949.jpg,3,Street Documentary,auto,Street Documentary,0.8698,Branding & Portrait,0.1285,There is a man that is standing next to a car.,yes,normal,person; car,there is a man that is standing next to a car,,"{""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8964.jpg,IMG_8964.jpg,IMG_8964.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8812,Street Documentary,0.1165,There is a man that is standing next to a car talking on the phone.,yes,normal,person,there is a man that is standing next to a car talking on the phone,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_8993.jpg,IMG_8993.jpg,IMG_8993.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9508,Street Documentary,0.0449,There is a man sitting in a car with his hands on the steering wheel.,yes,normal,person,there is a man sitting in a car with his hands on the steering wheel,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9012.jpg,IMG_9012.jpg,IMG_9012.jpg,3,Branding & Portrait,review,Branding & Portrait,0.7875,Street Documentary,0.2023,There is a man sitting on the hood of a sports car.,no,normal,person,there is a man sitting on the hood of a sports car,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9029.jpg,IMG_9029.jpg,IMG_9029.jpg,4,Street Documentary,auto,Street Documentary,0.8674,Branding & Portrait,0.1319,There is a man sitting on the hood of a sports car.,no,normal,person; car,there is a man sitting on the hood of a sports car,,"{""street_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9042.jpg,IMG_9042.jpg,IMG_9042.jpg,2,Branding & Portrait,review,Branding & Portrait,0.7441,Street Documentary,0.2424,There is a man that is sitting in a car with his hand on the door handle.,yes,normal,person,there is a man that is sitting in a car with his hand on the door handle,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9044.jpg,IMG_9044.jpg,IMG_9044.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9992,Branding & Portrait,0.0005,There is a bird that is sitting on a branch of a tree.,yes,normal,bird,there is a bird that is sitting on a branch of a tree,,"{""nature_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9048.jpg,IMG_9048.jpg,IMG_9048.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9999,Branding & Portrait,0.0000,There is a yellow and black bird sitting on a tree branch.,yes,normal,bird,there is a yellow and black bird sitting on a tree branch,,"{""nature_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9092.jpg,IMG_9092.jpg,IMG_9092.jpg,2,Street Documentary,review,Street Documentary,0.6319,Branding & Portrait,0.3125,There is a man that is sitting on a wall with a tie.,yes,normal,person,there is a man that is sitting on a wall with a tie,,"{""street_requires_human_context"": true}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9151.jpg,IMG_9151.jpg,IMG_9151.jpg,2,Branding & Portrait,review,Branding & Portrait,0.5211,Street Documentary,0.4753,There is a man standing in front of a wall with a painting on it.,yes,normal,person,there is a man standing in front of a wall with a painting on it,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9305.jpg,IMG_9305.jpg,IMG_9305.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9155,Street Documentary,0.0440,There is a man standing with his arms crossed in front of a stone wall.,yes,normal,person,there is a man standing with his arms crossed in front of a stone wall,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9314.jpg,IMG_9314.jpg,IMG_9314.jpg,3,Nature & Landscape,auto,Nature & Landscape,0.9999,Branding & Portrait,0.0000,There is a bird that is standing on the side of a tree.,no,normal,bird,there is a bird that is standing on the side of a tree,,"{""nature_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9327.jpg,IMG_9327.jpg,IMG_9327.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8242,Street Documentary,0.1665,There is a man sitting on a cannon with his arms crossed.,yes,normal,person,there is a man sitting on a cannon with his arms crossed,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9344.jpg,IMG_9344.jpg,IMG_9344.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8723,Street Documentary,0.1181,There is a young woman standing in front of a stone wall.,yes,normal,person,there is a young woman standing in front of a stone wall,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9361.jpg,IMG_9361.jpg,IMG_9361.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9999,Branding & Portrait,0.0000,There is a bird that is standing on the side of a tree.,no,normal,,there is a bird that is standing on the side of a tree,,"{""nature_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9377.jpg,IMG_9377.jpg,IMG_9377.jpg,3,Street Documentary,auto,Street Documentary,0.9834,Branding & Portrait,0.0095,There are three people sitting next to a cannon on the street.,yes,normal,person; person; person; car,there are three people sitting next to a cannon on the street,,"{""street_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9388.jpg,IMG_9388.jpg,IMG_9388.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.8234,Events & Music,0.0963,There are three people sitting on a bench in a park.,yes,normal,person; person; person,there are three people sitting on a bench in a park,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9406.jpg,IMG_9406.jpg,IMG_9406.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9740,Street Documentary,0.0225,There is a man that is sitting on a bench in the grass.,yes,normal,person,there is a man that is sitting on a bench in the grass,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9438.jpg,IMG_9438.jpg,IMG_9438.jpg,3,Street Documentary,review,Street Documentary,0.5369,Branding & Portrait,0.3531,There are two people sitting on a bench in the park.,yes,normal,person; person,there are two people sitting on a bench in the park,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9470.jpg,IMG_9470.jpg,IMG_9470.jpg,4,Street Documentary,review,Street Documentary,0.5893,Travel & Architecture,0.3974,There are three people standing in front of a building with a wooden door.,no,normal,person; person; person,there are three people standing in front of a building with a wooden door,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9486.jpg,IMG_9486.jpg,IMG_9486.jpg,4,Events & Music,auto,Events & Music,0.8795,Street Documentary,0.0937,There are three people that are sitting on a bench with a guitar.,no,normal,person; person; person,there are three people that are sitting on a bench with a guitar,,"{""music_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9505.jpg,IMG_9505.jpg,IMG_9505.jpg,3,Events & Music,auto,Events & Music,0.8410,Street Documentary,0.1014,There are three people that are standing next to each other with guitars.,yes,normal,person; person; person,there are three people that are standing next to each other with guitars,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9522.jpg,IMG_9522.jpg,IMG_9522.jpg,3,Events & Music,auto,Events & Music,0.9286,Branding & Portrait,0.0682,There is a man holding a guitar and smiling in front of a bush.,no,normal,person,there is a man holding a guitar and smiling in front of a bush,,"{""music_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9562.jpg,IMG_9562.jpg,IMG_9562.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9807,Street Documentary,0.0108,There is a young woman sitting on a skateboard in the grass.,yes,normal,person,there is a young woman sitting on a skateboard in the grass,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9579.jpg,IMG_9579.jpg,IMG_9579.jpg,3,Events & Music,auto,Events & Music,0.9551,Branding & Portrait,0.0395,There are three people posing for a picture with a guitar.,yes,normal,person; person; person,there are three people posing for a picture with a guitar,,"{""music_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9589.jpg,IMG_9589.jpg,IMG_9589.jpg,4,Events & Music,auto,Events & Music,0.9700,Branding & Portrait,0.0223,There are three people sitting on the grass with a guitar in the background.,no,normal,person; person; person,there are three people sitting on the grass with a guitar in the background,,"{""music_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9640.jpg,IMG_9640.jpg,IMG_9640.jpg,3,Events & Music,auto,Events & Music,0.9895,Branding & Portrait,0.0084,There are three people sitting on a bench with a guitar.,yes,normal,person; person; person,there are three people sitting on a bench with a guitar,,"{""music_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9684.jpg,IMG_9684.jpg,IMG_9684.jpg,2,Food & Product,auto,Food & Product,0.9750,Branding & Portrait,0.0243,Woman in a white shirt and black apron making food in a kitchen.,yes,normal,person,woman in a white shirt and black apron making food in a kitchen,,"{""product_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9714.jpg,IMG_9714.jpg,IMG_9714.jpg,2,Branding & Portrait,review,Branding & Portrait,0.5500,Food & Product,0.4496,There is a woman in a chef ' s uniform preparing food in a kitchen.,yes,normal,person,there is a woman in a chef ' s uniform preparing food in a kitchen,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.18}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9724.jpg,IMG_9724.jpg,IMG_9724.jpg,1,Food & Product,auto,Food & Product,0.9943,Branding & Portrait,0.0043,There is a spoon full of coffee beans sitting on a table.,yes,normal,,there is a spoon full of coffee beans sitting on a table,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9734.jpg,IMG_9734.jpg,IMG_9734.jpg,1,Food & Product,auto,Food & Product,0.9812,Branding & Portrait,0.0140,There is a coffee grinder that has coffee beans in it.,yes,normal,,there is a coffee grinder that has coffee beans in it,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9788.jpg,IMG_9788.jpg,IMG_9788.jpg,2,Food & Product,auto,Food & Product,0.9999,Branding & Portrait,0.0001,Someone is pouring chocolate into a pan filled with nuts and nuts.,yes,normal,cake,someone is pouring chocolate into a pan filled with nuts and nuts,,"{""product_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9816.jpg,IMG_9816.jpg,IMG_9816.jpg,2,Food & Product,auto,Food & Product,0.9998,Branding & Portrait,0.0001,Someone is making a mixture in a food processor on a counter.,yes,normal,bowl,someone is making a mixture in a food processor on a counter,,"{""product_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9819.jpg,IMG_9819.jpg,IMG_9819.jpg,3,Food & Product,auto,Food & Product,0.9977,Branding & Portrait,0.0019,There is a woman cutting a piece of cake on a plate.,yes,normal,cake; person,there is a woman cutting a piece of cake on a plate,,"{""product_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9825.jpg,IMG_9825.jpg,IMG_9825.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9832,Street Documentary,0.0145,There is a woman that is working on a piece of art.,yes,normal,person,there is a woman that is working on a piece of art,,"{""branding_portrait_boost"": 0.18, ""product_demote_street"": 0.0026733528975455556}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9840.jpg,IMG_9840.jpg,IMG_9840.jpg,2,Food & Product,auto,Food & Product,0.9854,Branding & Portrait,0.0134,Woman pouring melted chocolate into a pot with a wooden spoon.,yes,normal,person,woman pouring melted chocolate into a pot with a wooden spoon,,"{""product_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9849.jpg,IMG_9849.jpg,IMG_9849.jpg,3,Food & Product,auto,Food & Product,0.9999,Branding & Portrait,0.0000,There are three desserts that are sitting on a table.,yes,normal,cake; banana; cake,there are three desserts that are sitting on a table,,"{""product_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9866.jpg,IMG_9866.jpg,IMG_9866.jpg,1,Food & Product,auto,Food & Product,0.9868,Branding & Portrait,0.0120,Someone pouring batter into a pan with a spatula in it.,yes,normal,,someone pouring batter into a pan with a spatula in it,,{}
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9879.jpg,IMG_9879.jpg,IMG_9879.jpg,1,Branding & Portrait,auto,Branding & Portrait,0.9795,Food & Product,0.0203,There is a person that is putting a pie in the oven.,yes,normal,,there is a person that is putting a pie in the oven,,"{""branding_portrait_boost"": 0.12}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9917.jpg,IMG_9917.jpg,IMG_9917.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.8688,Food & Product,0.1310,There is a woman in a chef ' s uniform preparing food in a kitchen.,yes,normal,person; dining table,there is a woman in a chef ' s uniform preparing food in a kitchen,,"{""product_boost"": 0.24, ""branding_portrait_boost"": 0.18, ""product_demote_branding_service"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9932.jpg,IMG_9932.jpg,IMG_9932.jpg,3,Food & Product,auto,Food & Product,0.9968,Branding & Portrait,0.0024,There is a spatula on a pan with melted chocolate on it.,yes,normal,cup; cup,there is a spatula on a pan with melted chocolate on it,,"{""product_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9934.jpg,IMG_9934.jpg,IMG_9934.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9389,Food & Product,0.0610,Woman in a white chef ' s uniform preparing doughnuts on a metal tray.,yes,normal,person; bowl,woman in a white chef ' s uniform preparing doughnuts on a metal tray,,"{""product_boost"": 0.24, ""branding_portrait_boost"": 0.18, ""product_demote_branding_service"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9953.jpg,IMG_9953.jpg,IMG_9953.jpg,2,Branding & Portrait,review,Branding & Portrait,0.5429,Food & Product,0.4563,There is a woman in a chef ' s uniform preparing food in a kitchen.,yes,normal,person,there is a woman in a chef ' s uniform preparing food in a kitchen,,"{""product_boost"": 0.12, ""branding_portrait_boost"": 0.18}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9957.jpg,IMG_9957.jpg,IMG_9957.jpg,2,Food & Product,auto,Food & Product,1.0000,Branding & Portrait,0.0000,There is a bottle of liquid sitting on a counter top.,yes,normal,bottle,there is a bottle of liquid sitting on a counter top,,"{""product_boost"": 0.24}"
/Users/javierrangel/Pictures/Lightroom Saved Photos/export/IMG_9966.jpg,IMG_9966.jpg,IMG_9966.jpg,4,Food & Product,review,Food & Product,0.6686,Branding & Portrait,0.3314,There is a person mixing chocolate in a bowl with a spatula.,no,normal,person; cake,there is a person mixing chocolate in a bowl with a spatula,,"{""product_boost"": 0.24, ""branding_portrait_boost"": 0.12}"
