filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title
test2024-217.jpg,1,Music Photography,auto,Music Photography,0.9980,Product Photography,0.0017,There is a close up of a keyboard and some microphones.
test2024-218.jpg,4,Nature Photography,auto,Nature Photography,0.9887,Portrait Photography,0.0110,There is a man and a woman holding hands in a field.
test2024-219.jpg,3,Nature Photography,auto,Nature Photography,0.9192,Portrait Photography,0.0802,Bride and groom looking at each other in a forest setting.
test2024-220.jpg,3,Product Photography,auto,Product Photography,0.9973,Portrait Photography,0.0022,There is a man and a woman standing next to a car.
test2024-221.jpg,2,Street Photography,auto,Street Photography,0.9997,Portrait Photography,0.0002,There is a bride sitting in a red sports car with a bouquet.
test2024-222.jpg,2,Other Photography,title-inferred,Portrait Photography,0.5494,Street Photography,0.1974,There is a man and a woman sitting in a red convertible car.
test2024-223.jpg,2,Portrait Photography,auto,Portrait Photography,0.8245,Street Photography,0.1398,There is a man and a woman kissing in a car.
test2024-224.jpg,2,Nature Photography,auto,Nature Photography,0.9924,Portrait Photography,0.0065,Bride and groom kissing in the back of a red convertible car.
test2024-225.jpg,4,Portrait Photography,auto,Portrait Photography,0.9072,Nature Photography,0.0566,There is a man and a woman posing for a picture with a dog.
test2024-226.jpg,3,Portrait Photography,auto,Portrait Photography,0.9026,Nature Photography,0.0637,There is a man and woman posing with a dog in the woods.
test2024-227.jpg,4,Portrait Photography,auto,Portrait Photography,0.8888,Nature Photography,0.0724,There is a man and a woman sitting next to a dog.
test2024-228.jpg,3,Portrait Photography,auto,Portrait Photography,0.8422,Street Photography,0.1188,There is a man and a woman walking a dog on a leash.
test2024-229.jpg,3,Portrait Photography,auto,Portrait Photography,0.9834,Street Photography,0.0057,There is a man and a woman that are smiling together.
test2024-230.jpg,1,Portrait Photography,auto,Portrait Photography,0.9276,Street Photography,0.0458,There are two people holding hands with a veil over their shoulders.
test2024-231.jpg,4,Portrait Photography,review,Portrait Photography,0.7374,Street Photography,0.1179,There are many people and a dog posing for a picture.
test2024-232.jpg,4,Portrait Photography,auto,Portrait Photography,0.8587,Street Photography,0.1051,Bride and groom posing with their family in front of a stone wall.
test2024-233.jpg,4,Portrait Photography,review,Portrait Photography,0.7910,Street Photography,0.1509,Bride and groomsmen standing in front of a group of people.
test2024-234.jpg,4,Portrait Photography,review,Portrait Photography,0.5691,Music Photography,0.3015,There are three men and a dog posing for a picture.
test2024-235.jpg,4,Portrait Photography,review,Portrait Photography,0.7472,Street Photography,0.1881,Bride and grooms holding hands with a dog in front of their wedding party.
test2024-236.jpg,4,Music Photography,review,Music Photography,0.5604,Portrait Photography,0.3670,There is a group of men in suits and ties posing for a picture.
test2024-237.jpg,4,Portrait Photography,auto,Portrait Photography,0.8087,Street Photography,0.1430,There are a lot of women that are standing together in dresses.
test2024-238.jpg,4,Nature Photography,auto,Nature Photography,0.9581,Portrait Photography,0.0352,There are two women standing next to each other in a field.
test2024-239.jpg,3,Portrait Photography,auto,Portrait Photography,0.8618,Music Photography,0.0829,There are two men in suits standing next to each other.
test2024-240.jpg,4,Nature Photography,auto,Nature Photography,0.9902,Portrait Photography,0.0058,Bride and groom walking with dog in field with wedding party.
test2024-241.jpg,4,Nature Photography,auto,Nature Photography,0.9917,Portrait Photography,0.0081,Bride and groom sitting on a bench in a park with trees.
test2024-242.jpg,3,Portrait Photography,review,Portrait Photography,0.7680,Music Photography,0.1439,There is a man in a suit and tie giving a speech.
test2024-243.jpg,2,Music Photography,auto,Music Photography,0.9944,Portrait Photography,0.0054,There is a woman that is holding a microphone in her hand.
test2024-244.jpg,2,Product Photography,review,Product Photography,0.6667,Nature Photography,0.3332,There is a glass jar with some flowers in it on a plate.
test2024-245.jpg,4,Portrait Photography,auto,Portrait Photography,0.8483,Street Photography,0.0799,There is a woman looking at a picture on a mirror.
test2024-246.jpg,3,Product Photography,auto,Product Photography,0.9988,Portrait Photography,0.0011,There is a table with a plate and a plate with a sign on it.
test2024-247.jpg,3,Street Photography,auto,Street Photography,0.9874,Portrait Photography,0.0105,There is a man that is standing in front of a group of people.
test2024-248.jpg,3,Portrait Photography,auto,Portrait Photography,0.9988,Street Photography,0.0006,There is a person pouring something into a glass on a table.
test2024-249.jpg,2,Portrait Photography,auto,Portrait Photography,0.9667,Street Photography,0.0134,Bride and groom sharing a kiss in front of a stone wall.
test2024-250.jpg,3,Product Photography,auto,Product Photography,0.9954,Portrait Photography,0.0043,Bride and groom kissing at a wedding reception in a cave.
test2024-251.jpg,1,Street Photography,title-inferred,Product Photography,0.3415,Portrait Photography,0.3307,"There is a sign that says, ' bianpennies are a missod load '."
test2024-252.jpg,3,Product Photography,auto,Product Photography,0.9982,Music Photography,0.0010,There is a woman pouring a glass of wine into a wine glass.
test2024-253.jpg,4,Product Photography,auto,Product Photography,0.8118,Music Photography,0.1020,Several people standing around a table with wine glasses in their hands.
test2024-254.jpg,3,Wedding Photography,title-inferred,Portrait Photography,0.4725,Product Photography,0.2422,Bride and groom in matching black jackets standing next to each other.
test2024-255.jpg,3,Portrait Photography,auto,Portrait Photography,0.8294,Street Photography,0.1479,Bride and groom kissing in the woods with their hands wrapped in plastic.
test2024-256.jpg,1,Portrait Photography,auto,Portrait Photography,0.8486,Street Photography,0.0786,There are two people standing next to each other in the dark.
test2024-257.jpg,3,Portrait Photography,auto,Portrait Photography,0.9305,Street Photography,0.0439,Bride and groom sitting on a couch in front of a stone wall.
test2024-258.jpg,3,Portrait Photography,review,Portrait Photography,0.7400,Street Photography,0.2078,There are two people sitting on a couch with a glass of wine.
test2024-259.jpg,1,Music Photography,auto,Music Photography,0.9597,Portrait Photography,0.0321,There is a man and a woman hugging in a room with confetti.
test2024-260.jpg,1,Music Photography,review,Music Photography,0.7172,Portrait Photography,0.2098,There is a man and woman that are dancing together in the dark.
test2024-261.jpg,1,Music Photography,review,Music Photography,0.7335,Portrait Photography,0.2329,There are two people standing next to each other in front of a curtain.
test2024-262.jpg,2,Music Photography,review,Music Photography,0.6834,Street Photography,0.2089,There is a man that is holding a bunch of balloons.
test2024-263.jpg,1,Music Photography,auto,Music Photography,0.9627,Portrait Photography,0.0216,There are many people in suits and ties are holding up a man.
test2024-264.jpg,4,Other Photography,title-inferred,Music Photography,0.5421,Street Photography,0.3333,There is a man that is cutting a piece of paper with scissors.
test2024-265.jpg,2,Product Photography,auto,Product Photography,1.0000,Street Photography,0.0000,There are many cans of marijuana are lined up on a shelf.
test2024-266.jpg,1,Other Photography,title-inferred,Product Photography,0.5064,Portrait Photography,0.4935,There is a person reaching for a bottle of orange juice in a refrigerator.
test2024-267.jpg,4,Product Photography,auto,Product Photography,1.0000,Portrait Photography,0.0000,There are two oranges and two cans of drink in a refrigerator.
test2024-268.jpg,3,Nature Photography,auto,Nature Photography,0.9999,Portrait Photography,0.0000,There are two birds that are flying in the sky over the beach.
test2024-269.jpg,2,Nature Photography,auto,Nature Photography,0.9990,Portrait Photography,0.0008,There is a large bird that is flying in the sky.
test2024-270.jpg,2,Nature Photography,title-inferred,Product Photography,0.5002,Nature Photography,0.4998,There is a can of hammers on the beach with a blue sky in the background.
test2024-271.jpg,3,Other Photography,title-inferred,Product Photography,0.5022,Nature Photography,0.4978,There is a can of soda sitting on the sand by the water.
test2024-272.jpg,3,Other Photography,title-inferred,Product Photography,0.5091,Nature Photography,0.4907,There is a can of soda sitting on the sand by the water.
test2024-273.jpg,1,Other Photography,title-inferred,Product Photography,0.3677,Portrait Photography,0.3601,There is a red and white cup that is in the sand.
test2024-274.jpg,3,Nature Photography,auto,Nature Photography,0.9982,Street Photography,0.0011,There are two people walking on the beach holding hands.
