filename,rating,genre_1st,confidence_1st,genre_2nd,confidence_2nd,review_status,title
test2024-241.jpg,4,Nature Photography,0.9795,Portraits Photography,0.0203,auto,Bride and groom sitting on a bench in a park with trees.
test2024-242.jpg,3,Portraits Photography,0.7888,Concert Photography,0.1391,review,There is a man in a suit and tie giving a speech.
test2024-243.jpg,2,Concert Photography,0.9932,Portraits Photography,0.0066,auto,There is a woman that is holding a microphone in her hand.
test2024-244.jpg,2,Food Photography,0.6661,Nature Photography,0.3329,review,There is a glass jar with some flowers in it on a plate.
test2024-245.jpg,4,Portraits Photography,0.9221,Concert Photography,0.0341,auto,There is a woman looking at a picture on a mirror.
test2024-246.jpg,3,Food Photography,0.9969,Portraits Photography,0.0017,auto,There is a table with a plate and a plate with a sign on it.
test2024-247.jpg,3,Street Photography,0.9781,Portraits Photography,0.0151,auto,There is a man that is standing in front of a group of people.
test2024-248.jpg,3,Portraits Photography,0.9922,Food Photography,0.0054,auto,There is a person pouring something into a glass on a table.
test2024-249.jpg,2,Portraits Photography,0.9841,Concert Photography,0.0052,auto,Bride and groom sharing a kiss in front of a stone wall.
test2024-250.jpg,3,Food Photography,0.9901,Portraits Photography,0.0090,auto,Bride and groom kissing at a wedding reception in a cave.
test2024-251.jpg,1,Product Photography,0.4100,Concert Photography,0.1601,title-inferred,"There is a sign that says, ' bianpennies are a missod load '."
test2024-252.jpg,3,Food Photography,0.9957,Concert Photography,0.0031,auto,There is a woman pouring a glass of wine into a wine glass.
test2024-253.jpg,4,Food Photography,0.7316,Concert Photography,0.1929,review,Several people standing around a table with wine glasses in their hands.
test2024-254.jpg,3,Product Photography,0.6970,Portraits Photography,0.2432,review,Bride and groom in matching black jackets standing next to each other.
test2024-255.jpg,3,Portraits Photography,0.8524,Street Photography,0.0950,auto,Bride and groom kissing in the woods with their hands wrapped in plastic.
test2024-256.jpg,1,Portraits Photography,0.8699,Street Photography,0.0786,auto,There are two people standing next to each other in the dark.
test2024-257.jpg,3,Portraits Photography,0.9133,Street Photography,0.0336,auto,Bride and groom sitting on a couch in front of a stone wall.
test2024-258.jpg,3,Portraits Photography,0.7476,Street Photography,0.2090,review,There are two people sitting on a couch with a glass of wine.
test2024-259.jpg,1,Concert Photography,0.9486,Portraits Photography,0.0339,auto,There is a man and a woman hugging in a room with confetti.
test2024-260.jpg,1,Concert Photography,0.6690,Portraits Photography,0.2908,review,There is a man and woman that are dancing together in the dark.
test2024-261.jpg,1,Concert Photography,0.6328,Portraits Photography,0.2926,review,There are two people standing next to each other in front of a curtain.
test2024-262.jpg,2,Concert Photography,0.8501,Street Photography,0.0978,auto,There is a man that is holding a bunch of balloons.
test2024-263.jpg,1,Concert Photography,0.9723,Portraits Photography,0.0132,auto,There are many people in suits and ties are holding up a man.
test2024-264.jpg,4,Food Photography,0.8847,Concert Photography,0.0710,auto,There is a man that is cutting a piece of paper with scissors.
test2024-265.jpg,2,Product Photography,0.9998,Food Photography,0.0002,auto,There are many cans of marijuana are lined up on a shelf.
test2024-266.jpg,1,Product Photography,0.5049,Portraits Photography,0.4932,title-inferred,There is a person reaching for a bottle of orange juice in a refrigerator.
test2024-267.jpg,4,Product Photography,0.5027,Food Photography,0.4973,title-inferred,There are two oranges and two cans of drink in a refrigerator.
test2024-268.jpg,3,Nature Photography,0.9999,Portraits Photography,0.0001,auto,There are two birds that are flying in the sky over the beach.
test2024-269.jpg,2,Nature Photography,0.9989,Portraits Photography,0.0010,auto,There is a large bird that is flying in the sky.
test2024-270.jpg,2,Product Photography,0.5002,Nature Photography,0.4998,title-inferred,There is a can of hammers on the beach with a blue sky in the background.
test2024-271.jpg,3,Product Photography,0.5022,Nature Photography,0.4978,title-inferred,There is a can of soda sitting on the sand by the water.
test2024-272.jpg,3,Product Photography,0.5086,Nature Photography,0.4910,title-inferred,There is a can of soda sitting on the sand by the water.
test2024-273.jpg,1,Product Photography,0.7327,Street Photography,0.1331,review,There is a red and white cup that is in the sand.
test2024-274.jpg,3,Nature Photography,0.9986,Street Photography,0.0007,auto,There are two people walking on the beach holding hands.
