source_path,relative_input_path,filename,rating,final_genre,review_status,model_1st,model_1st_conf,model_2nd,model_2nd_conf,title,is_blurry,exposure,objects_detected,caption,ocr_text,evidence_log
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-079.jpg,test2024-079.jpg,test2024-079.jpg,2,Street Documentary,review,Street Documentary,0.9376,Nature & Landscape,0.0356,There is a man that is walking down the sidewalk between the hedges.,no,normal,,there is a man that is walking down the sidewalk between the hedges,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-080.jpg,test2024-080.jpg,test2024-080.jpg,3,Street Documentary,auto,Street Documentary,0.8913,Nature & Landscape,0.0643,There is a man walking down a sidewalk between two rows of hedges.,yes,normal,person; person,there is a man walking down a sidewalk between two rows of hedges,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-081.jpg,test2024-081.jpg,test2024-081.jpg,1,Travel & Architecture,review,Travel & Architecture,0.6247,Nature & Landscape,0.3738,There is a pink flower that is in front of a building.,yes,normal,,there is a pink flower that is in front of a building,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.12017885367075602}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-082.jpg,test2024-082.jpg,test2024-082.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9983,Nature & Landscape,0.0012,There is a archway with a building in the background.,no,normal,,there is a archway with a building in the background,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12003111362457275}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-083.jpg,test2024-083.jpg,test2024-083.jpg,3,Street Documentary,review,Street Documentary,0.9847,Travel & Architecture,0.0090,There are two people sitting on a rock overlooking a city.,no,normal,person,there are two people sitting on a rock overlooking a city,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-084.jpg,test2024-084.jpg,test2024-084.jpg,3,Wedding Photography,auto,Wedding Photography,1.0000,Travel & Architecture,0.0000,Bride and groom kissing in front of a wooden door with iron railing.,no,normal,person,bride and groom kissing in front of a wooden door with iron railing,,"{""wedding_boost"": 0.39, ""wedding_override"": ""explicit""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-085.jpg,test2024-085.jpg,test2024-085.jpg,3,Travel & Architecture,review,Travel & Architecture,0.5278,Street Documentary,0.4413,There is a woman sitting on a bench in front of a building.,no,normal,person,there is a woman sitting on a bench in front of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.14500000000000002}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-086.jpg,test2024-086.jpg,test2024-086.jpg,3,Street Documentary,auto,Street Documentary,0.9427,Events & Music,0.0373,There is a man standing in front of a wall of clothing.,yes,normal,person; person; person,there is a man standing in front of a wall of clothing,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-087.jpg,test2024-087.jpg,test2024-087.jpg,4,Street Documentary,auto,Street Documentary,0.9942,Branding & Portrait,0.0031,There is a man sitting on a chair in front of a store.,no,normal,person; person,there is a man sitting on a chair in front of a store,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-088.jpg,test2024-088.jpg,test2024-088.jpg,3,Street Documentary,review,Street Documentary,0.5701,Travel & Architecture,0.4296,There is a cat that is sitting on the steps of a building.,yes,normal,person; potted plant; cat; person,there is a cat that is sitting on the steps of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-089.jpg,test2024-089.jpg,test2024-089.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9889,Travel & Architecture,0.0100,There is a view of the ocean from the top of a hill.,no,normal,,there is a view of the ocean from the top of a hill,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-090.jpg,test2024-090.jpg,test2024-090.jpg,1,Nature & Landscape,auto,Nature & Landscape,0.9997,Travel & Architecture,0.0001,There is a bird that is flying over the water at sunset.,yes,under,bird,there is a bird that is flying over the water at sunset,,"{""nature_boost"": 0.24}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-091.jpg,test2024-091.jpg,test2024-091.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9990,Street Documentary,0.0004,There is a white bird that is standing on a wooden post.,yes,normal,bird,there is a white bird that is standing on a wooden post,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-092.jpg,test2024-092.jpg,test2024-092.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9918,Branding & Portrait,0.0047,There is a view of the ocean from inside a cave.,no,normal,,there is a view of the ocean from inside a cave,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-093.jpg,test2024-093.jpg,test2024-093.jpg,4,Street Documentary,review,Street Documentary,0.5671,Travel & Architecture,0.4318,There is a narrow alley with blue painted steps leading up to a blue building.,no,normal,person; potted plant,there is a narrow alley with blue painted steps leading up to a blue building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-094.jpg,test2024-094.jpg,test2024-094.jpg,3,Street Documentary,review,Street Documentary,0.9828,Events & Music,0.0153,There are many figurines of people riding camels on the street.,yes,normal,person; elephant,there are many figurines of people riding camels on the street,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-095.jpg,test2024-095.jpg,test2024-095.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9995,Nature & Landscape,0.0003,There is a view of a clock tower through a gate.,no,under,,there is a view of a clock tower through a gate,,"{""architecture_boost"": 0.36, ""street_demote_architecture"": 0.00014807780583699545}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-096.jpg,test2024-096.jpg,test2024-096.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9973,Street Documentary,0.0025,There are two cats that are sitting in a white container.,yes,normal,cat,there are two cats that are sitting in a white container,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-097.jpg,test2024-097.jpg,test2024-097.jpg,1,Street Documentary,review,Street Documentary,0.9882,Travel & Architecture,0.0084,There is a man walking down the street in a striped robe.,yes,normal,,there is a man walking down the street in a striped robe,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-098.jpg,test2024-098.jpg,test2024-098.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9990,Events & Music,0.0008,There is a staircase going up to the second floor of a building.,no,normal,,there is a staircase going up to the second floor of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12004581610361735}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-099.jpg,test2024-099.jpg,test2024-099.jpg,3,Travel & Architecture,auto,Travel & Architecture,0.9986,Nature & Landscape,0.0008,There is a narrow alley with a clock tower in the background.,no,normal,potted plant,there is a narrow alley with a clock tower in the background,,"{""architecture_boost"": 0.27, ""street_demote_architecture"": 0.013938585917154947}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-100.jpg,test2024-100.jpg,test2024-100.jpg,4,Street Documentary,auto,Street Documentary,0.9709,Events & Music,0.0128,There are many people walking through a market with many items.,no,normal,person; person; person; person; person; person; person; person,there are many people walking through a market with many items,,"{""product_demote_street"": 0.00016069412231445312}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-101.jpg,test2024-101.jpg,test2024-101.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9993,Events & Music,0.0004,There is a red flag hanging from a building in a narrow alley.,no,normal,,there is a red flag hanging from a building in a narrow alley,,"{""street_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.1217862319946289}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-102.jpg,test2024-102.jpg,test2024-102.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9990,Nature & Landscape,0.0004,There is a small window in the roof of a building.,yes,under,,there is a small window in the roof of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12100064277648925}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-103.jpg,test2024-103.jpg,test2024-103.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9848,Events & Music,0.0050,There is a white sheet on the ground next to a window.,yes,under,,there is a white sheet on the ground next to a window,,"{""architecture_boost"": 0.09, ""street_demote_architecture"": 0.005556901295979817}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-104.jpg,test2024-104.jpg,test2024-104.jpg,3,Street Documentary,review,Street Documentary,0.8918,Food & Product,0.0711,There is a bird that is sitting on the ground with an umbrella.,no,normal,umbrella,there is a bird that is sitting on the ground with an umbrella,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-105.jpg,test2024-105.jpg,test2024-105.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9979,Events & Music,0.0018,There is a large building that has a lot of windows.,no,normal,,there is a large building that has a lot of windows,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12001211961110432}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-106.jpg,test2024-106.jpg,test2024-106.jpg,3,Nature & Landscape,auto,Nature & Landscape,0.9999,Street Documentary,0.0001,There is a monkey sitting on the ground with its baby.,no,normal,bear,there is a monkey sitting on the ground with its baby,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-107.jpg,test2024-107.jpg,test2024-107.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.9983,Branding & Portrait,0.0008,There is a monkey that is sitting on the ground with its mouth open.,yes,normal,dog,there is a monkey that is sitting on the ground with its mouth open,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-108.jpg,test2024-108.jpg,test2024-108.jpg,3,Nature & Landscape,auto,Nature & Landscape,0.9464,Branding & Portrait,0.0464,There is a man sitting on a hill in the middle of a field.,no,normal,person,there is a man sitting on a hill in the middle of a field,,"{""nature_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-109.jpg,test2024-109.jpg,test2024-109.jpg,1,Nature & Landscape,review,Nature & Landscape,0.6936,Travel & Architecture,0.2938,There is a horse standing on top of a hill in the desert.,yes,normal,,there is a horse standing on top of a hill in the desert,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-110.jpg,test2024-110.jpg,test2024-110.jpg,2,Branding & Portrait,review,Branding & Portrait,0.6603,Street Documentary,0.3132,There is a woman in a blue dress and a blue scarf.,yes,normal,person,there is a woman in a blue dress and a blue scarf,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-111.jpg,test2024-111.jpg,test2024-111.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8429,Street Documentary,0.1430,There is a woman wearing a white shirt and a black and white checkered hat.,yes,normal,person,there is a woman wearing a white shirt and a black and white checkered hat,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-112.jpg,test2024-112.jpg,test2024-112.jpg,1,Nature & Landscape,review,Nature & Landscape,0.6639,Travel & Architecture,0.1958,There is a black sky with a lot of stars in it.,no,under,,there is a black sky with a lot of stars in it,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-113.jpg,test2024-113.jpg,test2024-113.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.8510,Events & Music,0.0475,There is a man riding a snowboard down a hill in the desert.,no,normal,person,there is a man riding a snowboard down a hill in the desert,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-114.jpg,test2024-114.jpg,test2024-114.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9153,Events & Music,0.0495,There is a woman in a long red dress sitting on a sand dune.,yes,normal,person,there is a woman in a long red dress sitting on a sand dune,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-115.jpg,test2024-115.jpg,test2024-115.jpg,2,Street Documentary,review,Street Documentary,0.8278,Travel & Architecture,0.1616,Mountains in the distance with a small town in the foreground.,no,normal,,mountains in the distance with a small town in the foreground,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-116.jpg,test2024-116.jpg,test2024-116.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8011,Travel & Architecture,0.0629,There is a man that is standing on a hill with his arms spread out.,yes,normal,person,there is a man that is standing on a hill with his arms spread out,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-117.jpg,test2024-117.jpg,test2024-117.jpg,3,Branding & Portrait,review,Branding & Portrait,0.6887,Street Documentary,0.1095,There is a woman in a red dress standing on a rock.,no,normal,person,there is a woman in a red dress standing on a rock,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-118.jpg,test2024-118.jpg,test2024-118.jpg,2,Nature & Landscape,review,Nature & Landscape,0.7284,Branding & Portrait,0.1852,There is a man that is climbing on a rope in the mountains.,no,normal,,there is a man that is climbing on a rope in the mountains,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-119.jpg,test2024-119.jpg,test2024-119.jpg,2,Street Documentary,review,Street Documentary,0.8866,Branding & Portrait,0.1048,There is a woman in a yellow jumpsuit walking down a walkway.,yes,normal,person,there is a woman in a yellow jumpsuit walking down a walkway,,"{""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-120.jpg,test2024-120.jpg,test2024-120.jpg,2,Nature & Landscape,auto,Nature & Landscape,0.8165,Travel & Architecture,0.0597,There is a large bird that is flying in the sky.,yes,normal,airplane,there is a large bird that is flying in the sky,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-121.jpg,test2024-121.jpg,test2024-121.jpg,3,Branding & Portrait,review,Branding & Portrait,0.6220,Events & Music,0.3730,There is a woman in a costume that is posing for a picture.,no,normal,person,there is a woman in a costume that is posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-122.jpg,test2024-122.jpg,test2024-122.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9758,Events & Music,0.0207,Woman dressed in costume posing for a picture with her arms outstretched.,yes,normal,person,woman dressed in costume posing for a picture with her arms outstretched,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-123.jpg,test2024-123.jpg,test2024-123.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9269,Events & Music,0.0660,There is a woman in a costume posing for a picture.,no,normal,person,there is a woman in a costume posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-124.jpg,test2024-124.jpg,test2024-124.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9811,Events & Music,0.0155,There is a woman in a costume posing with her hands on her hips.,no,normal,person,there is a woman in a costume posing with her hands on her hips,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-125.jpg,test2024-125.jpg,test2024-125.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9644,Events & Music,0.0303,There is a woman in a leather dress posing for a picture.,yes,normal,person,there is a woman in a leather dress posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-126.jpg,test2024-126.jpg,test2024-126.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9731,Events & Music,0.0215,Woman in a costume of a warrior with a gold mask.,yes,normal,person,woman in a costume of a warrior with a gold mask,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-127.jpg,test2024-127.jpg,test2024-127.jpg,2,Branding & Portrait,review,Branding & Portrait,0.7995,Events & Music,0.1662,There is a woman with pink hair wearing a costume and smiling.,yes,normal,person,there is a woman with pink hair wearing a costume and smiling,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-128.jpg,test2024-128.jpg,test2024-128.jpg,4,Branding & Portrait,auto,Branding & Portrait,0.8873,Events & Music,0.0697,There is a woman with pink hair sitting on the ground.,no,normal,person; kite,there is a woman with pink hair sitting on the ground,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-129.jpg,test2024-129.jpg,test2024-129.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9480,Events & Music,0.0256,Blond haired woman with pink hair and a crown on her head.,no,normal,person,blond haired woman with pink hair and a crown on her head,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-130.jpg,test2024-130.jpg,test2024-130.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8347,Events & Music,0.1210,There is a woman with pink hair wearing a red and white outfit.,yes,normal,person,there is a woman with pink hair wearing a red and white outfit,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-131.jpg,test2024-131.jpg,test2024-131.jpg,2,Branding & Portrait,review,Branding & Portrait,0.7861,Events & Music,0.1574,There is a woman with pink hair sitting on the ground.,yes,normal,person,there is a woman with pink hair sitting on the ground,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-132.jpg,test2024-132.jpg,test2024-132.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9498,Events & Music,0.0344,There is a woman with pink hair making a heart with her hands.,yes,normal,person,there is a woman with pink hair making a heart with her hands,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-133.jpg,test2024-133.jpg,test2024-133.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.8896,Events & Music,0.0802,Blond haired woman with pink hair posing with hands up in the air.,yes,normal,person,blond haired woman with pink hair posing with hands up in the air,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-134.jpg,test2024-134.jpg,test2024-134.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9184,Events & Music,0.0423,There is a woman with pink hair posing for a picture.,yes,normal,person; person,there is a woman with pink hair posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-135.jpg,test2024-135.jpg,test2024-135.jpg,2,Events & Music,review,Events & Music,0.5154,Branding & Portrait,0.4503,There is a woman with pink hair wearing a white and red outfit.,yes,normal,person,there is a woman with pink hair wearing a white and red outfit,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-136.jpg,test2024-136.jpg,test2024-136.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9737,Street Documentary,0.0166,Blond woman with pink hair and piercings posing for a picture.,no,normal,person,blond woman with pink hair and piercings posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-137.jpg,test2024-137.jpg,test2024-137.jpg,2,Branding & Portrait,review,Branding & Portrait,0.6460,Events & Music,0.3265,There is a woman with pink hair holding a cell phone.,yes,normal,person,there is a woman with pink hair holding a cell phone,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-138.jpg,test2024-138.jpg,test2024-138.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9180,Events & Music,0.0639,Blond haired woman with pink hair making a peace sign with her fingers.,no,normal,person,blond haired woman with pink hair making a peace sign with her fingers,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-139.jpg,test2024-139.jpg,test2024-139.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9750,Events & Music,0.0155,There is a woman dressed in a spider - man costume posing for a picture.,no,normal,person,there is a woman dressed in a spider - man costume posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-140.jpg,test2024-140.jpg,test2024-140.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9732,Events & Music,0.0175,Spider - man woman in black and white costume crouching down with red shoes.,no,normal,person,spider - man woman in black and white costume crouching down with red shoes,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-141.jpg,test2024-141.jpg,test2024-141.jpg,2,Branding & Portrait,auto,Branding & Portrait,0.9719,Events & Music,0.0121,There is a woman in a black and white bodysuit posing for a picture.,yes,normal,person,there is a woman in a black and white bodysuit posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-142.jpg,test2024-142.jpg,test2024-142.jpg,1,Branding & Portrait,auto,Branding & Portrait,0.9774,Events & Music,0.0145,Spider - man woman in black and white costume crouching down on blue background.,yes,under,person,spider - man woman in black and white costume crouching down on blue background,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-143.jpg,test2024-143.jpg,test2024-143.jpg,1,Branding & Portrait,auto,Branding & Portrait,0.9767,Events & Music,0.0169,There is a woman in a black and green outfit doing a push up.,yes,under,person,there is a woman in a black and green outfit doing a push up,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-144.jpg,test2024-144.jpg,test2024-144.jpg,3,Branding & Portrait,review,Branding & Portrait,0.6548,Street Documentary,0.1863,There are two people dressed up as black panther and spider - man posing for a picture.,no,normal,person,there are two people dressed up as black panther and spider - man posing for a picture,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-145.jpg,test2024-145.jpg,test2024-145.jpg,2,Food & Product,review,Food & Product,0.4853,Branding & Portrait,0.4401,There is a man sitting at a table with a plate of food.,yes,normal,person,there is a man sitting at a table with a plate of food,,"{""product_boost"": 0.12, ""boosted_low_confidence_review"": ""Food & Product""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-146.jpg,test2024-146.jpg,test2024-146.jpg,3,Branding & Portrait,auto,Branding & Portrait,0.9967,Street Documentary,0.0021,There is a man that is standing in front of a blackboard.,yes,normal,person; chair,there is a man that is standing in front of a blackboard,,{}
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-147.jpg,test2024-147.jpg,test2024-147.jpg,3,Travel & Architecture,review,Travel & Architecture,0.7139,Nature & Landscape,0.2853,There is a statue of a rooster on top of a building.,no,normal,bird,there is a statue of a rooster on top of a building,,"{""nature_boost"": 0.12, ""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12001921256383259}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-148.jpg,test2024-148.jpg,test2024-148.jpg,4,Street Documentary,auto,Street Documentary,0.9294,Events & Music,0.0637,There are many people walking down the street in red and white outfits.,no,normal,person; person; person; person; person; person,there are many people walking down the street in red and white outfits,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-149.jpg,test2024-149.jpg,test2024-149.jpg,4,Street Documentary,auto,Street Documentary,0.9044,Events & Music,0.0927,Several people in red and white outfits are walking down a street.,no,normal,person; person; person; person; person; person; person; person,several people in red and white outfits are walking down a street,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-150.jpg,test2024-150.jpg,test2024-150.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9995,Nature & Landscape,0.0002,There is a clock tower that is on the side of a building.,no,normal,,there is a clock tower that is on the side of a building,,"{""street_boost"": 0.12, ""architecture_boost"": 0.36, ""street_demote_architecture"": 0.12055940945943196}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-151.jpg,test2024-151.jpg,test2024-151.jpg,4,Travel & Architecture,auto,Travel & Architecture,0.9845,Events & Music,0.0094,There are people walking around in front of an old church.,no,normal,person; person; person; person; person; person,there are people walking around in front of an old church,,"{""architecture_boost"": 0.09}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-152.jpg,test2024-152.jpg,test2024-152.jpg,4,Nature & Landscape,review,Nature & Landscape,0.5524,Travel & Architecture,0.4438,Flock of birds flying around a statue of a man on a horse.,no,normal,kite; bird,flock of birds flying around a statue of a man on a horse,,"{""nature_boost"": 0.12, ""architecture_boost"": 0.09, ""street_demote_architecture"": 0.0013607343037923176}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-153.jpg,test2024-153.jpg,test2024-153.jpg,2,Travel & Architecture,auto,Travel & Architecture,0.9998,Nature & Landscape,0.0001,There is a clock on the top of a building with a sky background.,no,normal,,there is a clock on the top of a building with a sky background,,"{""street_boost"": 0.12, ""architecture_boost"": 0.18, ""street_demote_architecture"": 0.12002346436182658}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-154.jpg,test2024-154.jpg,test2024-154.jpg,4,Travel & Architecture,review,Travel & Architecture,0.6378,Street Documentary,0.3460,People riding horses in front of a large building with a mexican flag.,no,normal,horse; person; person; clock; horse,people riding horses in front of a large building with a mexican flag,,"{""street_boost"": 0.12, ""architecture_boost"": 0.21}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-155.jpg,test2024-155.jpg,test2024-155.jpg,3,Street Documentary,auto,Street Documentary,0.8896,Events & Music,0.1031,There are two men riding horses down the street with a mexican flag.,yes,normal,horse; person; horse; person; horse; person; person,there are two men riding horses down the street with a mexican flag,,"{""street_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-156.jpg,test2024-156.jpg,test2024-156.jpg,2,Street Documentary,review,Street Documentary,0.9843,Travel & Architecture,0.0110,There is a street light that is lit up with a firework.,no,normal,,there is a street light that is lit up with a firework,,"{""street_boost"": 0.12, ""street_requires_human_context"": true}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-157.jpg,test2024-157.jpg,test2024-157.jpg,1,Travel & Architecture,auto,Travel & Architecture,0.9997,Events & Music,0.0003,Fireworks in the night sky above a church with a clock tower.,no,under,,fireworks in the night sky above a church with a clock tower,,"{""architecture_boost"": 0.36, ""street_demote_architecture"": 7.152557373046875e-07}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-158.jpg,test2024-158.jpg,test2024-158.jpg,1,Food & Product,auto,Food & Product,0.9957,Nature & Landscape,0.0015,There is a full moon that is lit up in the sky.,yes,under,sports ball,there is a full moon that is lit up in the sky,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-159.jpg,test2024-159.jpg,test2024-159.jpg,1,Food & Product,review,Food & Product,0.5035,Street Documentary,0.4890,There is a store front with a red trash can in the dark.,yes,normal,,there is a store front with a red trash can in the dark,,"{""product_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-160.jpg,test2024-160.jpg,test2024-160.jpg,3,Events & Music,auto,Events & Music,0.9624,Street Documentary,0.0298,There are two people that are playing guitar together in a room.,yes,normal,person; person,there are two people that are playing guitar together in a room,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-161.jpg,test2024-161.jpg,test2024-161.jpg,1,Events & Music,auto,Events & Music,0.9334,Branding & Portrait,0.0417,There is a man that is playing a guitar in front of a microphone.,yes,under,person; person; person,there is a man that is playing a guitar in front of a microphone,,"{""music_boost"": 0.12}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-162.jpg,test2024-162.jpg,test2024-162.jpg,1,Events & Music,review,Events & Music,0.4436,Branding & Portrait,0.2786,There is a person holding a guitar in front of a crowd.,no,under,person,there is a person holding a guitar in front of a crowd,,"{""music_boost"": 0.12, ""branding_portrait_boost"": 0.12, ""street_boost"": 0.12, ""boosted_low_confidence_review"": ""Events & Music""}"
F:\Disco2 PORTFOLIO\WebSIte\lr\test2024-163.jpg,test2024-163.jpg,test2024-163.jpg,3,Events & Music,auto,Events & Music,0.8751,Branding & Portrait,0.1173,There is a man that is playing a guitar in the dark.,no,normal,person,there is a man that is playing a guitar in the dark,,"{""music_boost"": 0.12}"
